id,date,merchant,description,amount,category,subcategory,source_card,receipt_status,receipt_email_id,receipt_email_subject,receipt_file,email_search_query,submission_status,priority,business_purpose,notes
BF-20251012-001,2025-10-12,Stumptown Coffee Roas,Stumptown Coffee Roas - Restaurant,22.67,Meals,Restaurant,Chase,pending,,,,,pending,medium,Business meal,Backfill: SQ *STUMPTOWN COFFEE ROAS New York NY
BF-20251018-001,2025-10-18,Culture Espresso,Culture Espresso - Restaurant,135.99,Meals,Restaurant,Chase,pending,,,,,pending,medium,Business meal,Backfill: SQ *CULTURE ESPRESSO New York NY
BF-20251019-002,2025-10-19,Hamburger America,Hamburger America - Restaurant,26.33,Meals,Restaurant,Chase,pending,,,,,pending,medium,Business meal,Backfill: TST*HAMBURGER AMERICA New York NY
BF-20251019-004,2025-10-19,Culture Espresso,Culture Espresso - Restaurant,25.48,Meals,Restaurant,Chase,pending,,,,,pending,medium,Business meal,Backfill: SQ *CULTURE ESPRESSO New York NY
BF-20251019-003,2025-10-19,Bon Me - Harvard Smit Cambridg,Bon Me - Harvard Smit Cambridg - Restaurant,20.86,Meals,Restaurant,Chase,pending,,,,,pending,medium,Business meal,Backfill: SQ *BON ME - HARVARD SMIT Cambridge MA
BF-20251021-001,2025-10-21,Apple,Apple - Hardware,21.32,Equipment,Hardware,Chase,pending,,,,,pending,high,Work equipment purchase,Backfill: APPLE.COM/BILL 866-712-7753 CA
BF-20251022-001,2025-10-22,Spring Shabu-Shabu,Spring Shabu-Shabu - Restaurant,29.94,Meals,Restaurant,Chase,pending,,,,,pending,medium,Business meal,Backfill: TST*SPRING SHABU-SHABU B Brighton MA
BF-20251023-001,2025-10-23,Too Hot,Too Hot - Restaurant,109.11,Meals,Restaurant,Chase,pending,,,,,pending,medium,Business meal,Backfill: TST*TOO HOT Cambridge MA
BF-20251024-001,2025-10-24,Krasi Boston Ma,Krasi Boston Ma - Restaurant,128.04,Meals,Restaurant,Chase,pending,,,,,pending,medium,Business meal,Backfill: SQ *KRASI Boston MA
BF-20251025-001,2025-10-25,Mr. Bartley's,Mr. Bartley's - Restaurant,53.01,Meals,Restaurant,Chase,pending,,,,,pending,medium,Business meal,Backfill: TST*MR BARTLEYS BURGER Cambridge MA
BF-20251027-001,2025-10-27,Trident Booksellers,Trident Booksellers - Restaurant,21.21,Meals,Restaurant,Chase,pending,,,,,pending,medium,Business meal,Backfill: TST*TRIDENT BOOKSELLERS 617-267-8688 MA
BF-20251031-001,2025-10-31,Boston Ramen,Boston Ramen - Restaurant,60.60,Meals,Restaurant,Chase,pending,,,,,pending,medium,Business meal,Backfill: TST*BOSTON RAMEN Cambridge MA
BF-20251101-001,2025-11-01,Sumiao Hunan,Sumiao Hunan - Restaurant,102.87,Meals,Restaurant,Chase,pending,,,,,pending,medium,Business meal,Backfill: TST*SUMIAO XIANG RESTAUR Cambridge MA
BF-20251102-001,2025-11-02,Too Hot,Too Hot - Restaurant,69.31,Meals,Restaurant,Chase,pending,,,,,pending,medium,Business meal,Backfill: TST*TOO HOT Cambridge MA
BF-20251103-002,2025-11-03,Spring Shabu-Shabu,Spring Shabu-Shabu - Restaurant,70.04,Meals,Restaurant,Chase,pending,,,,,pending,medium,Business meal,Backfill: TST*SPRING SHABU-SHABU B Brighton MA
BF-20251103-001,2025-11-03,Tatte Bakery,Tatte Bakery - Restaurant,46.81,Meals,Restaurant,Chase,pending,,,,,pending,medium,Business meal,Backfill: TST* TATTE BAKERY - HARVA CAMBRIDGE MA
BF-20251105-001,2025-11-05,Perillas,Perillas - Restaurant,29.67,Meals,Restaurant,Chase,pending,,,,,pending,medium,Business meal,Backfill: TST*PERILLAS - ALLSTON Boston MA
BF-20251108-001,2025-11-08,Sofra Bakery,Sofra Bakery - Restaurant,30.71,Meals,Restaurant,Chase,pending,,,,,pending,medium,Business meal,Backfill: TST*SOFRA - BRIGHTON ALL Allston MA
BF-20251112-001,2025-11-12,Apple,Apple - Hardware,163.30,Equipment,Hardware,Chase,pending,,,,,pending,high,Work equipment purchase,Backfill: APPLE.COM/BILL 866-712-7753 CA
BF-20251113-001,2025-11-13,Apple,Apple - Hardware,3855.90,Equipment,Hardware,Chase,pending,,,,,pending,high,Work equipment purchase,Backfill: APPLE.COM/US 800-692-7753 CA
BF-20251114-001,2025-11-14,Grendel'S Den Restau,Grendel'S Den Restau - Restaurant,54.01,Meals,Restaurant,Chase,pending,,,,,pending,medium,Business meal,Backfill: TST* GRENDEL'S DEN RESTAU CAMBRIDGE MA
BF-20251115-001,2025-11-15,Apple,Apple - Hardware,163.30,Equipment,Hardware,Chase,pending,,,,,pending,high,Work equipment purchase,Backfill: APPLE.COM/BILL 866-712-7753 CA
BF-20251115-003,2025-11-15,Committee,Committee - Restaurant,138.75,Meals,Restaurant,Chase,pending,,,,,pending,medium,Business meal,Backfill: TST*COMMITTEE - BOSTON Boston MA
BF-20251115-002,2025-11-15,Flight Club,Flight Club - Restaurant,83.82,Meals,Restaurant,Chase,pending,,,,,pending,medium,Business meal,Backfill: TST* FLIGHT CLUB - BOSTON BOSTON MA
