id,date,merchant,description,amount,category,subcategory,source_card,receipt_status,receipt_email_id,receipt_email_subject,receipt_file,email_search_query,submission_status,priority,business_purpose,notes
BF-20250403-001,2025-04-03,DoorDash,DoorDash - Delivery,25.98,Meals,Delivery,Chase,email_available,,,,from:no-reply@doordash.com subject:confirmation,pending,medium,Business delivery,Backfill: DD *DOORDASH HANDYNAST 855-431-0459 CA
BF-20250404-001,2025-04-04,DoorDash,DoorDash - Delivery,42.60,Meals,Delivery,Chase,email_available,,,,from:no-reply@doordash.com subject:confirmation,pending,medium,Business delivery,Backfill: DD *DOORDASH TARGET DOORDASH.COM CA
BF-20250404-002,2025-04-04,DoorDash,DoorDash - Delivery,21.13,Meals,Delivery,Chase,email_available,,,,from:no-reply@doordash.com subject:confirmation,pending,medium,Business delivery,Backfill: DD *DOORDASH XIANFAMOU 855-431-0459 CA
BF-20250405-001,2025-04-05,Dos,Dos - Restaurant,20.88,Meals,Restaurant,Chase,pending,,,,,pending,medium,Business restaurant,Backfill: TST* DOS TOROS - CARMINE NEW YORK NY
BF-20250407-001,2025-04-07,Palette,Palette - Restaurant,163.06,Meals,Restaurant,Chase,pending,,,,,pending,medium,Business restaurant,Backfill: TST*PALETTE TEA HOUSE San Francisco CA
BF-20250409-002,2025-04-09,The,The - Restaurant,83.37,Meals,Restaurant,Chase,pending,,,,,pending,medium,Business restaurant,Backfill: TST*THE REFUGE - SAN CAR San Carlos CA
BF-20250409-001,2025-04-09,DoorDash,DoorDash - Delivery,27.82,Meals,Delivery,Chase,email_available,,,,from:no-reply@doordash.com subject:confirmation,pending,medium,Business delivery,Backfill: DD *DOORDASH BUSSTOPCA 855-431-0459 CA
BF-20250410-001,2025-04-10,Google,Google - Other,21.76,Meals,Other,Chase,pending,,,,,pending,medium,Business other,Backfill: GOOGLE *Google One 855-836-3987 CA
BF-20250412-001,2025-04-12,Aplpay,Aplpay - Restaurant,10.34,Meals,Restaurant,Amex,pending,,,,,pending,medium,Business restaurant,Backfill: AplPay TST* MAH-ZE-DNEW YORK            NY
BF-20250413-002,2025-04-13,Amazon,Amazon - Supplies,87.09,Equipment,Supplies,Chase,email_available,,,,from:auto-confirm@amazon.com,pending,medium,Business supplies,Backfill: AMAZON MKTPL*3R4PZ7QD3 Amzn.com/bill WA
BF-20250413-001,2025-04-13,DoorDash,DoorDash - Delivery,70.31,Meals,Delivery,Chase,email_available,,,,from:no-reply@doordash.com subject:confirmation,pending,medium,Business delivery,Backfill: DD *DOORDASH GINGERAND 855-431-0459 CA
RCPT-20250414-WF,2025-04-14,Wellfound,Recruit Pro subscription Apr 2025,149.00,Software,Recruiting,Amex,found,196366c84fd87d64,Your receipt from Wellfound #2435-8412,,from:wellfound invoice,pending,high,Recruiting platform subscription,Monthly subscription
BF-20250416-002,2025-04-16,Doppio,Doppio - Restaurant,86.70,Meals,Restaurant,Chase,pending,,,,,pending,medium,Business restaurant,Backfill: TST*DOPPIO ZERO - SAN CA San Carlos CA
BF-20250416-001,2025-04-16,DoorDash,DoorDash - Delivery,25.76,Meals,Delivery,Chase,email_available,,,,from:no-reply@doordash.com subject:confirmation,pending,medium,Business delivery,Backfill: DD *DOORDASH SOOTHRTHA 855-431-0459 CA
BF-20250418-001,2025-04-18,Delta Air Lines,Delta Air Lines - Airlines,11.20,Travel,Airlines,Amex,email_available,,,,from:DeltaAirLines@t.delta.com subject:receipt,pending,medium,Business airlines,Backfill: DELTA AIR LINES
BF-20250419-001,2025-04-19,Lyft,Lyft - Rideshare,33.54,Travel,Rideshare,Chase,email_available,,,,from:no-reply@lyftmail.com,pending,medium,Business rideshare,Backfill: LYFT *2 RIDES 04-17 HELP.LYFT.COM CA
BF-20250420-002,2025-04-20,Oto,Oto - Restaurant,169.32,Meals,Restaurant,Chase,pending,,,,,pending,medium,Business restaurant,Backfill: OTO SUSHI REDMOND REDMOND WA
BF-20250420-001,2025-04-20,Zeek'S,Zeek'S - Restaurant,39.09,Meals,Restaurant,Chase,pending,,,,,pending,medium,Business restaurant,Backfill: TST* ZEEK'S PIZZA - KIRKL BELLEVUE WA
BF-20250421-001,2025-04-21,DoorDash,DoorDash - Delivery,26.50,Meals,Delivery,Chase,email_available,,,,from:no-reply@doordash.com subject:confirmation,pending,medium,Business delivery,Backfill: DD *DOORDASH THEHALALG 855-431-0459 CA
BF-20250422-001,2025-04-22,Mala,Mala - Restaurant,52.84,Meals,Restaurant,Chase,pending,,,,,pending,medium,Business restaurant,Backfill: TST* MALA PROJECT - EAST NEW YORK NY
BF-20250423-001,2025-04-23,DoorDash,DoorDash - Delivery,25.76,Meals,Delivery,Chase,email_available,,,,from:no-reply@doordash.com subject:confirmation,pending,medium,Business delivery,Backfill: DD *DOORDASH SOOTHRTHA 855-431-0459 CA
BF-20250424-006,2025-04-24,Amazon,Amazon - Supplies,579.92,Equipment,Supplies,Chase,found,19665fa8cd84f95f,,,from:auto-confirm@amazon.com,pending,high,Business supplies,Backfill: Amazon.com*N25PW32X2 Amzn.com/bill WA
BF-20250424-004,2025-04-24,Amazon,Amazon - Supplies,548.11,Equipment,Supplies,Chase,email_available,,,,from:auto-confirm@amazon.com,pending,high,Business supplies,Backfill: Amazon.com*EM50W99P3 Amzn.com/bill WA
BF-20250424-005,2025-04-24,Amazon,Amazon - Supplies,213.77,Equipment,Supplies,Chase,email_available,,,,from:auto-confirm@amazon.com,pending,high,Business supplies,Backfill: AMAZON MKTPL*TC7OV8HC3 Amzn.com/bill WA
BF-20250424-002,2025-04-24,Zoom,Zoom - Video Conferencing,100.76,Software,Video Conferencing,Chase,pending,,,,,pending,medium,Business video conferencing,Backfill: ZOOM.COM 888-799-966 San Jose CA
BF-20250424-003,2025-04-24,Zoom,Zoom - Video Conferencing,100.75,Software,Video Conferencing,Chase,pending,,,,,pending,medium,Business video conferencing,Backfill: ZOOM.COM 888-799-966 San Jose CA
BF-20250424-001,2025-04-24,Dos,Dos - Restaurant,20.88,Meals,Restaurant,Chase,pending,,,,,pending,medium,Business restaurant,Backfill: TST* DOS TOROS - CARMINE NEW YORK NY
BF-20250425-002,2025-04-25,DoorDash,DoorDash - Delivery,47.54,Meals,Delivery,Chase,email_available,,,,from:no-reply@doordash.com subject:confirmation,pending,medium,Business delivery,Backfill: DD *DOORDASH SOOTHRTHA 855-431-0459 CA
BF-20250425-001,2025-04-25,DoorDash,DoorDash - Delivery,36.18,Meals,Delivery,Chase,email_available,,,,from:no-reply@doordash.com subject:confirmation,pending,medium,Business delivery,Backfill: DD *DOORDASH LANRAMENI 855-431-0459 CA
BF-20250427-001,2025-04-27,Amazon,Amazon - Supplies,36.95,Equipment,Supplies,Chase,email_available,,,,from:auto-confirm@amazon.com,pending,medium,Business supplies,Backfill: AMAZON MKTPL*2F30C0V33 Amzn.com/bill WA
BF-20250428-002,2025-04-28,Garaje,Garaje - Restaurant,116.86,Meals,Restaurant,Chase,pending,,,,,pending,medium,Business restaurant,Backfill: SQ *GARAJE San Francisco CA
BF-20250428-001,2025-04-28,Lyft,Lyft - Rideshare,101.16,Travel,Rideshare,Chase,email_available,,,,from:no-reply@lyftmail.com,pending,medium,Business rideshare,Backfill: LYFT *4 RIDES 04-25 HELP.LYFT.COM CA
BF-20250428-003,2025-04-28,Sightglass,Sightglass - Restaurant,23.06,Meals,Restaurant,Chase,pending,,,,,pending,medium,Business restaurant,Backfill: TST*SIGHTGLASS COFFEE - San Francisco CA
BF-20250429-002,2025-04-29,Ippudo,Ippudo - Restaurant,99.07,Meals,Restaurant,Chase,pending,,,,,pending,medium,Business restaurant,Backfill: SQ *IPPUDO SAN FRANCISCO San Francisco CA
BF-20250429-003,2025-04-29,Flour,Flour - Restaurant,31.50,Meals,Restaurant,Chase,pending,,,,,pending,medium,Business restaurant,Backfill: TST* FLOUR & BRANCH SAN FRANCISCO CA
BF-20250429-001,2025-04-29,DoorDash,DoorDash - Delivery,24.67,Meals,Delivery,Chase,email_available,,,,from:no-reply@doordash.com subject:confirmation,pending,medium,Business delivery,Backfill: DD *DOORDASH SAMWOOJUN 855-431-0459 CA
BF-20250430-001,2025-04-30,Schroeders,Schroeders - Restaurant,130.05,Meals,Restaurant,Chase,pending,,,,,pending,medium,Business restaurant,Backfill: TST*SCHROEDERS RESTAURA San Francisco CA
BF-20250501-003,2025-05-01,Wabi,Wabi - Restaurant,114.71,Meals,Restaurant,Chase,pending,,,,,pending,medium,Business restaurant,Backfill: SQ *WABI SABI SF San Francisco CA
BF-20250501-002,2025-05-01,DoorDash,DoorDash - Delivery,30.80,Meals,Delivery,Chase,email_available,,,,from:no-reply@doordash.com subject:confirmation,pending,medium,Business delivery,Backfill: DD *DOORDASH MADFORCHI 855-431-0459 CA
BF-20250501-001,2025-05-01,Arsicault,Arsicault - Restaurant,22.85,Meals,Restaurant,Chase,pending,,,,,pending,medium,Business restaurant,Backfill: SQ *ARSICAULT BAKERY INC SAN FRANCISCO CA
RCPT-20250501-001,2025-05-01,Vanta,Vanta SOC2/HIPAA/GDPR compliance Q2 2025,3500.00,Software,Compliance,Amex,found,19689cdd543bccbd,Your receipt from Vanta Inc #2700-5107,,from:vanta invoice,pending,critical,SOC2/HIPAA/GDPR compliance platform,Q2 2025 (Apr-Jul)
BF-20250502-001,2025-05-02,Super,Super - Restaurant,40.18,Meals,Restaurant,Chase,pending,,,,,pending,medium,Business restaurant,Backfill: TST* SUPER DUPER - DOWNTO SAN FRANCISCO CA
BF-20250502-002,2025-05-02,La,La - Restaurant,25.30,Meals,Restaurant,Chase,pending,,,,,pending,medium,Business restaurant,Backfill: SQ *LA TAQUERIA San Francisco CA
BF-20250503-001,2025-05-03,DoorDash,DoorDash - Delivery,22.53,Meals,Delivery,Chase,email_available,,,,from:no-reply@doordash.com subject:confirmation,pending,medium,Business delivery,Backfill: DD *DOORDASH FARMACY 855-431-0459 CA
BF-20250504-001,2025-05-04,Delta Air Lines,Delta Air Lines - Airlines,234.99,Travel,Airlines,Amex,found,196a88a4e14559ce,,,from:DeltaAirLines@t.delta.com subject:receipt,pending,high,Business airlines,Backfill: DELTA AIR LINES
BF-20250505-001,2025-05-05,DoorDash,DoorDash - Delivery,34.57,Meals,Delivery,Chase,email_available,,,,from:no-reply@doordash.com subject:confirmation,pending,medium,Business delivery,Backfill: DD *DOORDASH LACORNETA 855-431-0459 CA
BF-20250505-002,2025-05-05,DoorDash,DoorDash - Delivery,31.91,Meals,Delivery,Chase,email_available,,,,from:no-reply@doordash.com subject:confirmation,pending,medium,Business delivery,Backfill: DD *DOORDASH MAMAN 855-431-0459 CA
BF-20250506-001,2025-05-06,DoorDash,DoorDash - Delivery,45.33,Meals,Delivery,Chase,email_available,,,,from:no-reply@doordash.com subject:confirmation,pending,medium,Business delivery,Backfill: DD *DOORDASH CHODANGGO 855-431-0459 CA
BF-20250507-002,2025-05-07,Delta Air Lines,Delta Air Lines - Airlines,501.97,Travel,Airlines,Amex,found,196a886b04a6e690,,,from:DeltaAirLines@t.delta.com subject:receipt,pending,high,Business airlines,Backfill: DELTA AIR LINES
BF-20250507-003,2025-05-07,Delta Air Lines,Delta Air Lines - Airlines,466.97,Travel,Airlines,Amex,found,196a884cf800343a,,,from:DeltaAirLines@t.delta.com subject:receipt,pending,high,Business airlines,Backfill: DELTA AIR LINES
BF-20250507-004,2025-05-07,Delta Air Lines,Delta Air Lines - Airlines,396.96,Travel,Airlines,Amex,found,196a721a4cff8c27,,,from:DeltaAirLines@t.delta.com subject:receipt,pending,high,Business airlines,Backfill: DELTA AIR LINES
BF-20250507-005,2025-05-07,Delta Air Lines,Delta Air Lines - Airlines,45.00,Travel,Airlines,Amex,found,196a42cb52d5ddda,,,from:DeltaAirLines@t.delta.com subject:receipt,pending,medium,Business airlines,Backfill: DELTA AIR LINES     ATLANTA
BF-20250507-001,2025-05-07,DoorDash,DoorDash - Delivery,38.83,Meals,Delivery,Chase,email_available,,,,from:no-reply@doordash.com subject:confirmation,pending,medium,Business delivery,Backfill: DD *DOORDASH SOOTHRTHA 855-431-0459 CA
BF-20250508-001,2025-05-08,Coppelia,Coppelia - Restaurant,29.50,Meals,Restaurant,Chase,pending,,,,,pending,medium,Business restaurant,Backfill: TST*COPPELIA New York NY
BF-20250508-002,2025-05-08,Uber,Uber - Rideshare,28.56,Travel,Rideshare,Amex,email_available,,,,from:noreply@uber.com subject:trip,pending,medium,Business rideshare,Backfill: UBER
BF-20250509-001,2025-05-09,DoorDash,DoorDash - Delivery,20.37,Meals,Delivery,Chase,email_available,,,,from:no-reply@doordash.com subject:confirmation,pending,medium,Business delivery,Backfill: DD *DOORDASH XIANFAMOU 855-431-0459 CA
BF-20250510-002,2025-05-10,Lexpress,Lexpress - Restaurant,83.00,Meals,Restaurant,Chase,pending,,,,,pending,medium,Business restaurant,Backfill: TST*LEXPRESS New York NY
BF-20250510-003,2025-05-10,Jacks,Jacks - Restaurant,54.13,Meals,Restaurant,Chase,pending,,,,,pending,medium,Business restaurant,Backfill: TST*JACKS WIFE FREDA - New York NY
BF-20250510-001,2025-05-10,Google,Google - Other,21.76,Meals,Other,Chase,pending,,,,,pending,medium,Business other,Backfill: GOOGLE *Google One 855-836-3987 CA
BF-20250512-001,2025-05-12,Joy,Joy - Restaurant,113.10,Meals,Restaurant,Chase,pending,,,,,pending,medium,Business restaurant,Backfill: JOY SUSHI.. SAN MATEO CA
BF-20250512-002,2025-05-12,Uber,Uber - Rideshare,31.92,Travel,Rideshare,Amex,email_available,,,,from:noreply@uber.com subject:trip,pending,medium,Business rideshare,Backfill: UBER
BF-20250513-001,2025-05-13,Farmhouse,Farmhouse - Restaurant,53.15,Meals,Restaurant,Chase,pending,,,,,pending,medium,Business restaurant,Backfill: TST*FARMHOUSE KITCHEN TH San Francisco CA
BF-20250514-001,2025-05-14,Recruit Pro,Recruit Pro - Recruiting,149.00,Software,Recruiting,Amex,found,196d0ec4791753f0,,,,pending,medium,Business recruiting,Backfill: RECRUIT PRO         LONG ISLAND CITY    NY
BF-20250516-001,2025-05-16,Macarena,Macarena - Restaurant,428.71,Meals,Restaurant,Chase,found,196d7527b799028e,,,,pending,high,Business restaurant,Backfill: TST*MACARENA 2025 Palo Alto CA
BF-20250517-001,2025-05-17,DoorDash,DoorDash - Delivery,43.18,Meals,Delivery,Chase,email_available,,,,from:no-reply@doordash.com subject:confirmation,pending,medium,Business delivery,Backfill: DD *DOORDASH LADONG 855-431-0459 CA
BF-20250517-002,2025-05-17,Uber,Uber - Rideshare,40.37,Travel,Rideshare,Chase,email_available,,,,from:noreply@uber.com subject:trip,pending,medium,Business rideshare,Backfill: UBER *TRIP HELP.UBER.COM 800-5928996 CA
BF-20250518-001,2025-05-18,Delta Air Lines,Delta Air Lines - Airlines,513.99,Travel,Airlines,Amex,found,196e08eaa15f07e3,,,from:DeltaAirLines@t.delta.com subject:receipt,pending,high,Business airlines,Backfill: DELTA AIR LINES
BF-20250519-001,2025-05-19,Terun,Terun - Restaurant,140.35,Meals,Restaurant,Chase,pending,,,,,pending,medium,Business restaurant,Backfill: TST*TERUN PIZZA - PALO A Palo Alto CA
RCPT-20250519-SN,2025-05-19,Sentry,Error monitoring May 2025,95.28,Software,Monitoring,Chase,found,196e5de07de6f2e4,Payment Receipt,,from:sentry receipt,pending,high,Error monitoring for Promptfoo,Promptfoo infrastructure
BF-20250520-001,2025-05-20,Amazon,Amazon - Supplies,435.45,Equipment,Supplies,Chase,email_available,,,,from:auto-confirm@amazon.com,pending,high,Business supplies,Backfill: Amazon.com*NW2HU89G0 Amzn.com/bill WA
BF-20250520-002,2025-05-20,Uber,Uber - Rideshare,20.23,Travel,Rideshare,Chase,email_available,,,,from:noreply@uber.com subject:trip,pending,medium,Business rideshare,Backfill: UBER *TRIP HELP.UBER.COM 800-5928996 CA
BF-20250521-002,2025-05-21,Bucks,Bucks - Restaurant,85.39,Meals,Restaurant,Chase,pending,,,,,pending,medium,Business restaurant,Backfill: TST*BUCKS OF WOODSIDE Woodside CA
BF-20250521-001,2025-05-21,Uber,Uber - Rideshare,22.54,Travel,Rideshare,Chase,email_available,,,,from:noreply@uber.com subject:trip,pending,medium,Business rideshare,Backfill: UBER *TRIP HELP.UBER.COM 800-5928996 CA
BF-20250523-001,2025-05-23,DoorDash,DoorDash - Delivery,60.07,Meals,Delivery,Chase,email_available,,,,from:no-reply@doordash.com subject:confirmation,pending,medium,Business delivery,Backfill: DD *DOORDASH SOOTHRTHA 855-431-0459 CA
BF-20250523-002,2025-05-23,DoorDash,DoorDash - Delivery,21.46,Meals,Delivery,Chase,email_available,,,,from:no-reply@doordash.com subject:confirmation,pending,medium,Business delivery,Backfill: DD *DOORDASH TARGET 855-431-0459 CA
BF-20250524-002,2025-05-24,Central,Central - Restaurant,51.55,Meals,Restaurant,Chase,pending,,,,,pending,medium,Business restaurant,Backfill: SQ *CENTRAL PARK DOCKSIDE New York NY
BF-20250524-001,2025-05-24,Amazon,Amazon - Supplies,34.95,Equipment,Supplies,Chase,email_available,,,,from:auto-confirm@amazon.com,pending,medium,Business supplies,Backfill: Amazon.com*NZ7C555X0 Amzn.com/bill WA
BF-20250528-001,2025-05-28,DoorDash,DoorDash - Delivery,23.62,Meals,Delivery,Chase,email_available,,,,from:no-reply@doordash.com subject:confirmation,pending,medium,Business delivery,Backfill: DD *DOORDASH CHODANGGO 855-431-0459 CA
BF-20250528-002,2025-05-28,DoorDash,DoorDash - Delivery,20.31,Meals,Delivery,Chase,email_available,,,,from:no-reply@doordash.com subject:confirmation,pending,medium,Business delivery,Backfill: DD *DOORDASH HOJOKBAN 855-431-0459 CA
BF-20250529-001,2025-05-29,DoorDash,DoorDash - Delivery,32.61,Meals,Delivery,Chase,email_available,,,,from:no-reply@doordash.com subject:confirmation,pending,medium,Business delivery,Backfill: DD *DOORDASH NANXIANGS 855-431-0459 CA
BF-20250530-001,2025-05-30,Delta Air Lines,Delta Air Lines - Airlines,186.01,Travel,Airlines,Amex,found,1971ac2eb0c5d45e,,,from:DeltaAirLines@t.delta.com subject:receipt,pending,medium,Business airlines,Backfill: DELTA AIR LINES
BF-20250531-003,2025-05-31,Twelvemonth,Twelvemonth - Restaurant,107.59,Meals,Restaurant,Chase,pending,,,,,pending,medium,Business restaurant,Backfill: TST*TWELVEMONTH Burlingame CA
BF-20250531-002,2025-05-31,Doppio,Doppio - Restaurant,66.15,Meals,Restaurant,Chase,pending,,,,,pending,medium,Business restaurant,Backfill: TST*DOPPIO ZERO - SAN CA San Carlos CA
BF-20250531-001,2025-05-31,Barrelhouse,Barrelhouse - Restaurant,44.09,Meals,Restaurant,Chase,pending,,,,,pending,medium,Business restaurant,Backfill: TST* BARRELHOUSE BURLINGA BURLINGAME CA
BF-20250602-001,2025-06-02,Yayoi,Yayoi - Restaurant,94.78,Meals,Restaurant,Chase,pending,,,,,pending,medium,Business restaurant,Backfill: SQ *YAYOI Palo Alto CA
BF-20250606-001,2025-06-06,Verve,Verve - Restaurant,38.32,Meals,Restaurant,Chase,pending,,,,,pending,medium,Business restaurant,Backfill: SQ *VERVE COFFEE UNIVERSI Palo Alto CA
BF-20250607-003,2025-06-07,Copal,Copal - Restaurant,95.79,Meals,Restaurant,Chase,pending,,,,,pending,medium,Business restaurant,Backfill: TST*COPAL - SANTA CRUZ Santa Cruz CA
BF-20250607-002,2025-06-07,First,First - Restaurant,43.05,Meals,Restaurant,Chase,pending,,,,,pending,medium,Business restaurant,Backfill: TST*FIRST AWAKENINGS - P Monterey CA
BF-20250607-004,2025-06-07,Carmel,Carmel - Restaurant,24.70,Meals,Restaurant,Chase,pending,,,,,pending,medium,Business restaurant,Backfill: TST*CARMEL BAKERY Carmel-by-the CA
BF-20250607-001,2025-06-07,DoorDash,DoorDash - Delivery,21.62,Meals,Delivery,Chase,email_available,,,,from:no-reply@doordash.com subject:confirmation,pending,medium,Business delivery,Backfill: DD *DOORDASH THAIPHOON 855-431-0459 CA
BF-20250609-001,2025-06-09,Din,Din - Restaurant,81.52,Meals,Restaurant,Chase,pending,,,,,pending,medium,Business restaurant,Backfill: TST* DIN TAI FUNG - VALLE SANTA CLARA CA
BF-20250610-001,2025-06-10,Google,Google - Other,21.76,Meals,Other,Chase,pending,,,,,pending,medium,Business other,Backfill: GOOGLE *Google One 855-836-3987 CA
BF-20250610-002,2025-06-10,Sfo,Sfo - Other,7.56,Meals,Other,Amex,pending,,,,,pending,medium,Business other,Backfill: SFO SKYCLUB CAFE 477SAN FRANCISCO       CA
BF-20250611-001,2025-06-11,DoorDash,DoorDash - Delivery,50.05,Meals,Delivery,Chase,email_available,,,,from:no-reply@doordash.com subject:confirmation,pending,medium,Business delivery,Backfill: DD *DOORDASH NANXIANGS 855-431-0459 CA
BF-20250612-001,2025-06-12,DoorDash,DoorDash - Delivery,32.38,Meals,Delivery,Chase,email_available,,,,from:no-reply@doordash.com subject:confirmation,pending,medium,Business delivery,Backfill: DD *DOORDASH TARGET 855-431-0459 CA
BF-20250612-002,2025-06-12,DoorDash,DoorDash - Delivery,27.44,Meals,Delivery,Chase,email_available,,,,from:no-reply@doordash.com subject:confirmation,pending,medium,Business delivery,Backfill: DD *DOORDASH HANDYNAST 855-431-0459 CA
BF-20250612-003,2025-06-12,DoorDash,DoorDash - Delivery,20.80,Meals,Delivery,Chase,email_available,,,,from:no-reply@doordash.com subject:confirmation,pending,medium,Business delivery,Backfill: DD *DOORDASH XIANFAMOU 855-431-0459 CA
BF-20250613-002,2025-06-13,Hatsuhana,Hatsuhana - Restaurant,181.07,Meals,Restaurant,Chase,pending,,,,,pending,medium,Business restaurant,Backfill: HATSUHANA SUSHI RESTAURAN NEW YORK NY
BF-20250613-001,2025-06-13,DoorDash,DoorDash - Delivery,28.48,Meals,Delivery,Chase,email_available,,,,from:no-reply@doordash.com subject:confirmation,pending,medium,Business delivery,Backfill: DD *DOORDASH NOONANOOD 855-431-0459 CA
BF-20250614-003,2025-06-14,Recruit Pro,Recruit Pro - Recruiting,149.00,Software,Recruiting,Amex,found,19770909c41cd715,,,,pending,medium,Business recruiting,Backfill: RECRUIT PRO         LONG ISLAND CITY    NY
BF-20250614-001,2025-06-14,DoorDash,DoorDash - Delivery,34.02,Meals,Delivery,Chase,email_available,,,,from:no-reply@doordash.com subject:confirmation,pending,medium,Business delivery,Backfill: DD *DOORDASH SIMPIZZA- 855-431-0459 CA
BF-20250614-002,2025-06-14,DoorDash,DoorDash - Delivery,27.72,Meals,Delivery,Chase,email_available,,,,from:no-reply@doordash.com subject:confirmation,pending,medium,Business delivery,Backfill: DD *DOORDASH SAMMYLCOF 855-431-0459 CA
BF-20250615-001,2025-06-15,DoorDash,DoorDash - Delivery,44.30,Meals,Delivery,Chase,email_available,,,,from:no-reply@doordash.com subject:confirmation,pending,medium,Business delivery,Backfill: DD *DOORDASH HANDYNAST 855-431-0459 CA
BF-20250615-002,2025-06-15,DoorDash,DoorDash - Delivery,25.76,Meals,Delivery,Chase,email_available,,,,from:no-reply@doordash.com subject:confirmation,pending,medium,Business delivery,Backfill: DD *DOORDASH SOOTHRTHA 855-431-0459 CA
BF-20250615-003,2025-06-15,DoorDash,DoorDash - Delivery,23.58,Meals,Delivery,Chase,email_available,,,,from:no-reply@doordash.com subject:confirmation,pending,medium,Business delivery,Backfill: DD *DOORDASH GNOCCHION 855-431-0459 CA
BF-20250616-001,2025-06-16,DoorDash,DoorDash - Delivery,24.56,Meals,Delivery,Chase,email_available,,,,from:no-reply@doordash.com subject:confirmation,pending,medium,Business delivery,Backfill: DD *DOORDASH DIMSUMSAM 855-431-0459 CA
BF-20250618-001,2025-06-18,Kajiken,Kajiken - Restaurant,70.58,Meals,Restaurant,Chase,pending,,,,,pending,medium,Business restaurant,Backfill: TST* KAJIKEN SAN MATEO CA
BF-20250619-001,2025-06-19,Airbnb,Airbnb - Lodging,263.40,Travel,Lodging,Chase,found,19783552d29ec258,,,from:automated@airbnb.com subject:receipt,pending,high,Business lodging,Backfill: AIRBNB * HMHTR8TR8K AIRBNB.COM CA
BF-20250619-002,2025-06-19,Sfo,Sfo - Other,21.05,Meals,Other,Amex,pending,,,,,pending,medium,Business other,Backfill: SFO SKYCLUB CAFE 477SAN FRANCISCO       CA
RCPT-20250619-SN,2025-06-19,Sentry,Error monitoring Jun 2025,95.28,Software,Monitoring,Chase,found,19785851ad168b93,Payment Receipt,,from:sentry receipt,pending,high,Error monitoring for Promptfoo,Promptfoo infrastructure
BF-20250621-001,2025-06-21,Panorama,Panorama - Restaurant,90.20,Meals,Restaurant,Chase,pending,,,,,pending,medium,Business restaurant,Backfill: TST* PANORAMA PIZZA PUB HEALY AK
BF-20250624-001,2025-06-24,DoorDash,DoorDash - Delivery,37.19,Meals,Delivery,Chase,email_available,,,,from:no-reply@doordash.com subject:confirmation,pending,medium,Business delivery,Backfill: DD *DOORDASH MAMAN 855-431-0459 CA
BF-20250625-002,2025-06-25,"Cursor,","Cursor, - Development Tools",209.04,Software,Development Tools,Chase,pending,,,,,pending,high,Business development tools,"Backfill: CURSOR, AI POWERED IDE CURSOR.COM NY"
BF-20250625-003,2025-06-25,Zoom,Zoom - Video Conferencing,165.70,Software,Video Conferencing,Chase,pending,,,,,pending,medium,Business video conferencing,Backfill: ZOOM.COM 888-799-966 San Jose CA
BF-20250625-001,2025-06-25,Hoteltonight*The,Hoteltonight*The - Lodging,149.00,Travel,Lodging,Chase,found,197a05027e8b4059,,,,pending,medium,Business lodging,Backfill: HOTELTONIGHT*THE CATRI 800-208-2949 CA
BF-20250626-001,2025-06-26,Airbnb,Airbnb - Lodging,614.31,Travel,Lodging,Chase,email_available,,,,from:automated@airbnb.com subject:receipt,pending,high,Business lodging,Backfill: AIRBNB * HMRQ2P4H8E AIRBNB.COM CA
BF-20250626-004,2025-06-26,DoorDash,DoorDash - Delivery,52.04,Meals,Delivery,Chase,email_available,,,,from:no-reply@doordash.com subject:confirmation,pending,medium,Business delivery,Backfill: DD *DOORDASH SAIGONSHA 855-431-0459 CA
BF-20250626-002,2025-06-26,DoorDash,DoorDash - Delivery,25.76,Meals,Delivery,Chase,email_available,,,,from:no-reply@doordash.com subject:confirmation,pending,medium,Business delivery,Backfill: DD *DOORDASH SOOTHRTHA 855-431-0459 CA
BF-20250626-003,2025-06-26,Stumptown,Stumptown - Restaurant,23.00,Meals,Restaurant,Chase,email_available,,,,from:messenger@messaging.squareup.com stumptown,pending,medium,Business restaurant,Backfill: SQ *STUMPTOWN COFFEE ROAS New York NY
BF-20250627-002,2025-06-27,Dig,Dig - Restaurant,33.79,Meals,Restaurant,Chase,pending,,,,,pending,medium,Business restaurant,Backfill: TST* DIG INN SEASONAL MAR NEW YORK NY
BF-20250627-001,2025-06-27,Dos,Dos - Restaurant,20.88,Meals,Restaurant,Chase,pending,,,,,pending,medium,Business restaurant,Backfill: TST* DOS TOROS - CARMINE NEW YORK NY
BF-20250628-001,2025-06-28,Mala,Mala - Restaurant,57.99,Meals,Restaurant,Chase,pending,,,,,pending,medium,Business restaurant,Backfill: TST* MALA PROJECT - GREEN BROOKLYN NY
BF-20250630-002,2025-06-30,Gotham,Gotham - Restaurant,25.41,Meals,Restaurant,Chase,pending,,,,,pending,medium,Business restaurant,Backfill: TST*GOTHAM BURGER NYC New York NY
BF-20250630-001,2025-06-30,Amazon,Amazon - Supplies,20.58,Equipment,Supplies,Chase,email_available,,,,from:auto-confirm@amazon.com,pending,medium,Business supplies,Backfill: Amazon.com*NQ0HX5RK0 Amzn.com/bill WA
BF-20250702-001,2025-07-02,Anthropic,Anthropic - API Services,250.00,Infrastructure,API Services,Chase,email_available,,,,from:anthropic invoice,pending,high,Business api services,Backfill: ANTHROPIC ANTHROPIC.COM CA
